frame,x,y,button,event
2155,177,178,Button.left,Pressed
2176,576,188,Button.left,Released
2185,401,204,Button.left,Pressed
2189,401,204,Button.left,Released
2551,607,1057,Button.left,Pressed
2558,607,1057,Button.left,Released
2721,515,205,Button.left,Pressed
2729,515,205,Button.left,Released
2775,598,312,Button.right,Pressed
2780,598,312,Button.right,Released
2884,916,899,Button.left,Pressed
2891,916,900,Button.left,Released
3010,1421,152,Button.left,Pressed
3015,1421,152,Button.left,Released
3074,989,581,Button.left,Pressed
3078,989,581,Button.left,Released
3224,703,611,Button.left,Pressed
3228,703,611,Button.left,Released
3470,776,19,Button.left,Pressed
3505,992,249,Button.left,Released
3538,1140,247,Button.left,Pressed
3543,1140,248,Button.left,Released
3620,78,1058,Button.left,Pressed
3625,78,1058,Button.left,Released
4028,703,375,Button.left,Pressed
4034,703,375,Button.left,Released
4111,987,149,Button.left,Pressed
4135,1103,152,Button.left,Released
4171,415,456,Button.left,Pressed
4174,415,456,Button.left,Released
4218,56,273,Button.left,Pressed
4223,56,273,Button.left,Released
4421,288,387,Button.left,Pressed
4429,288,387,Button.left,Released
4518,772,410,Button.left,Pressed
4521,772,410,Button.left,Released
4681,1010,770,Button.left,Pressed
4682,1010,770,Button.left,Released
4825,619,1051,Button.left,Pressed
4828,619,1051,Button.left,Released
4956,775,395,Button.left,Pressed
4961,775,395,Button.left,Released
4965,775,395,Button.left,Pressed
4969,775,395,Button.left,Released
5737,91,364,Button.left,Pressed
5741,91,364,Button.left,Released
5913,620,1054,Button.left,Pressed
5916,620,1054,Button.left,Released
5993,638,200,Button.left,Pressed
5996,638,200,Button.left,Released
6313,757,226,Button.left,Pressed
6319,757,226,Button.left,Released
6498,948,232,Button.left,Pressed
6502,948,232,Button.left,Released
6616,1117,152,Button.left,Pressed
6657,962,109,Button.left,Released
6674,960,109,Button.left,Released
6681,960,109,Button.left,Released
6982,505,543,Button.left,Pressed
7115,503,792,Button.left,Released
