frame,x,y,button,event
113,990,595,Button.left,Pressed
183,1083,599,Button.left,Released
344,192,82,Button.left,Pressed
349,192,82,Button.left,Released
962,415,992,Button.left,Pressed
965,415,992,Button.left,Released
1030,1066,608,Button.left,Pressed
1032,1066,608,Button.left,Released
1103,991,590,Button.left,Pressed
1146,1041,593,Button.left,Released
1161,1003,595,Button.left,Pressed
1163,1003,595,Button.left,Released
1236,991,595,Button.left,Pressed
1348,1072,597,Button.left,Released
1426,148,78,Button.left,Pressed
1430,148,78,Button.left,Released
1825,508,272,Button.left,Pressed
1829,508,272,Button.left,Released
1892,506,121,Button.left,Pressed
1898,506,121,Button.left,Released
1923,506,121,Button.left,Pressed
1925,506,121,Button.left,Released
2109,427,146,Button.left,Pressed
2112,427,146,Button.left,Released
2169,411,133,Button.left,Pressed
2177,411,133,Button.left,Released
2252,12,660,Button.left,Pressed
2256,12,660,Button.left,Released
2296,10,696,Button.left,Pressed
2301,10,696,Button.left,Released
2420,12,678,Button.left,Pressed
2424,12,678,Button.left,Released
2475,187,717,Button.left,Pressed
2480,188,717,Button.left,Released
4413,502,149,Button.left,Pressed
4422,502,149,Button.left,Released
4583,549,135,Button.left,Pressed
4592,549,135,Button.left,Released
4643,521,144,Button.left,Pressed
4648,521,144,Button.left,Released
4819,514,130,Button.left,Pressed
4827,514,130,Button.left,Released
5699,492,139,Button.left,Pressed
5704,492,139,Button.left,Released
6047,388,409,Button.left,Pressed
6048,388,409,Button.left,Released
6059,388,409,Button.left,Pressed
6063,388,409,Button.left,Released
6518,356,129,Button.left,Pressed
6525,356,129,Button.left,Released
6762,395,266,Button.left,Pressed
6767,395,266,Button.left,Released
6808,390,128,Button.left,Pressed
6814,390,128,Button.left,Released
7989,389,986,Button.left,Pressed
7994,390,986,Button.left,Released
8212,993,596,Button.left,Pressed
8275,1068,603,Button.left,Pressed
8279,1068,603,Button.left,Released
8303,1199,720,Button.left,Pressed
8309,1200,720,Button.left,Released
8468,1206,615,Button.left,Pressed
8471,1206,615,Button.left,Released
9319,1667,146,Button.left,Pressed
9325,1667,146,Button.left,Released
