frame,key,event
286,'1',Pressed
292,'1',Released
299,",",Pressed
305,",",Released
316,'0',Pressed
323,'0',Released
328,'0',Pressed
333,'0',Released
459,'0',Pressed
464,",",Pressed
466,'0',Released
470,",",Released
490,'9',Pressed
496,'9',Released
504,'9',Pressed
508,'9',Released
523,'9',Pressed
531,'9',Released
698,'1',Pressed
704,'1',Released
712,",",Pressed
718,",",Released
727,'0',Pressed
732,'0',Released
737,'0',Pressed
741,'0',Released
751,'1',Pressed
758,'1',Released
876,'0',Pressed
884,'0',Released
905,",",Pressed
913,",",Released
932,'0',Pressed
938,'0',Released
947,'0',Pressed
953,'0',Released
959,'0',Pressed
964,'0',Released
982,'1',Pressed
989,'1',Released
1087,'2',Pressed
1091,'2',Released
1099,'0',Pressed
1103,'0',Released
1106,'0',Pressed
1109,'0',Released
