frame,x,y,button,event
8,1203,811,Button.left,Pressed
10,1203,811,Button.left,Released
15,1203,811,Button.left,Pressed
21,1203,811,Button.left,Released
78,959,515,Button.left,Pressed
81,959,515,Button.left,Released
422,956,551,Button.left,Pressed
424,956,552,Button.left,Released
595,961,590,Button.left,Pressed
599,961,590,Button.left,Released
654,940,582,Button.left,Pressed
658,940,582,Button.left,Released
816,906,615,Button.left,Pressed
821,906,615,Button.left,Released
1046,898,675,Button.left,Pressed
1048,898,675,Button.left,Released
1166,1046,861,Button.left,Pressed
1171,1046,861,Button.left,Released
