frame,x,y,button,event
3,600,205,Button.left,Pressed
17,600,205,Button.left,Released
27,600,205,Button.left,Pressed
29,600,205,Button.left,Released
326,757,383,Button.left,Pressed
330,757,383,Button.left,Released
357,754,371,Button.left,Pressed
363,754,371,Button.left,Released
369,754,371,Button.left,Pressed
375,754,371,Button.left,Released
454,702,371,Button.left,Pressed
458,702,371,Button.left,Released
463,702,371,Button.left,Pressed
469,702,371,Button.left,Released
802,1892,27,Button.left,Pressed
808,1892,27,Button.left,Released
991,833,323,Button.left,Pressed
998,833,323,Button.left,Released
1291,25,65,Button.left,Pressed
1300,25,65,Button.left,Released
1545,346,1065,Button.left,Pressed
1548,346,1065,Button.left,Released
1610,327,996,Button.left,Pressed
1616,327,996,Button.left,Released
1712,1241,706,Button.left,Pressed
1719,1241,706,Button.left,Released
