frame,x,y,button,event
148,60,271,Button.left,Pressed
153,60,271,Button.left,Released
217,67,315,Button.left,Pressed
222,67,315,Button.left,Released
500,631,349,Button.left,Pressed
506,631,349,Button.left,Released
518,627,336,Button.left,Pressed
524,627,336,Button.left,Released
568,627,336,Button.left,Pressed
574,627,336,Button.left,Released
924,646,365,Button.left,Pressed
929,646,365,Button.left,Released
982,580,495,Button.left,Pressed
988,580,495,Button.left,Released
1041,608,495,Button.left,Pressed
1061,548,491,Button.left,Released
1211,694,516,Button.left,Pressed
1217,694,516,Button.left,Released
2038,576,648,Button.left,Pressed
2046,576,648,Button.left,Released
2119,629,706,Button.left,Pressed
2125,629,706,Button.left,Released
