frame,x,y
0,636,84
1,636,84
2,636,84
3,636,84
4,636,84
5,636,84
6,636,84
7,636,84
8,636,84
9,636,84
10,636,84
11,636,84
12,636,84
13,636,84
14,636,84
15,636,84
16,636,84
17,636,84
18,636,84
19,636,84
20,636,84
21,636,84
22,636,84
23,636,84
24,636,84
25,636,84
26,636,84
27,636,84
28,636,84
29,636,84
30,636,84
31,636,84
32,636,84
33,636,84
34,636,84
35,636,84
36,636,84
37,636,84
38,636,84
39,636,84
40,636,84
41,636,84
42,636,84
43,636,84
44,636,84
45,636,84
46,636,84
47,636,84
48,636,84
49,636,84
50,636,84
51,636,84
52,636,84
53,636,84
54,636,84
55,636,84
56,636,84
57,636,84
58,636,84
59,636,84
60,636,84
61,636,84
62,636,84
63,636,84
64,636,84
65,636,84
66,636,84
67,636,84
68,636,84
69,636,84
70,636,84
71,636,84
72,636,84
73,636,84
74,636,84
75,636,84
76,636,84
77,636,84
78,636,84
79,636,84
80,636,84
81,636,84
82,636,84
83,636,84
84,636,84
85,636,84
86,636,84
87,636,84
88,636,84
89,636,84
90,636,84
91,636,84
92,636,84
93,636,84
94,636,84
95,636,84
96,636,84
97,636,84
98,636,84
99,636,84
100,636,84
101,636,84
102,636,84
103,636,84
104,636,84
105,636,84
106,636,84
107,636,84
108,636,84
109,636,84
110,636,84
111,636,84
112,636,84
113,636,84
114,636,84
115,636,84
116,636,84
117,636,84
118,636,84
119,636,84
120,636,84
121,636,84
122,636,84
123,636,84
124,636,84
125,636,84
126,636,84
127,636,84
128,636,84
129,636,84
130,636,84
131,636,84
132,636,84
133,636,84
134,636,84
135,636,84
136,636,84
137,636,84
138,636,84
139,636,84
140,636,84
141,636,84
142,636,84
143,636,84
144,636,84
145,636,84
146,636,84
147,636,84
148,636,84
149,635,86
150,635,100
151,635,111
152,645,140
153,645,140
154,665,188
155,672,216
156,674,242
157,676,268
158,676,285
159,676,302
160,677,315
161,677,317
162,678,318
163,678,319
164,678,320
165,678,320
166,678,320
167,678,320
168,678,320
169,678,320
170,678,320
171,679,320
172,680,320
173,680,320
174,680,320
175,680,320
176,680,320
177,680,320
178,680,320
179,680,320
180,680,320
181,680,320
182,680,320
183,680,320
184,679,320
185,667,319
186,660,316
187,653,311
188,653,311
189,633,293
190,622,277
191,612,256
192,596,202
193,596,202
194,580,146
195,573,123
196,569,110
197,564,101
198,562,95
199,561,93
200,560,92
201,557,90
202,556,89
203,555,88
204,554,88
205,554,87
206,554,87
207,553,87
208,552,87
209,552,87
210,552,87
211,552,87
212,552,87
213,552,87
214,552,87
215,552,87
216,551,87
217,551,87
218,551,87
219,551,87
220,551,87
221,551,87
222,551,87
223,551,87
224,551,87
225,551,87
226,551,87
227,551,87
228,551,87
229,551,87
230,551,87
231,551,87
232,551,87
233,551,87
234,551,87
235,551,87
236,551,87
237,551,87
238,551,87
239,551,87
240,551,87
241,551,87
242,551,87
243,551,87
244,551,87
245,551,87
246,551,87
247,551,87
248,551,87
249,551,87
250,551,87
251,551,87
252,551,87
253,551,87
254,551,87
255,551,87
256,551,87
257,551,87
258,551,87
259,551,87
260,551,87
261,551,87
262,551,87
263,551,87
264,551,87
265,551,87
266,551,87
267,551,87
268,551,87
269,551,87
270,551,87
271,551,87
272,551,87
273,551,87
274,551,87
275,551,87
276,551,87
277,551,87
278,551,87
279,551,87
280,551,87
281,551,87
282,551,87
283,551,87
284,551,87
285,551,87
286,551,87
287,551,87
288,551,87
289,551,87
290,551,87
291,551,87
292,551,87
293,551,87
294,551,87
295,551,87
296,551,87
297,551,87
298,551,87
299,551,87
300,551,87
301,551,87
302,551,87
303,551,87
304,551,87
305,551,87
306,551,87
307,551,87
308,551,87
309,551,87
310,551,87
311,551,87
312,551,87
313,551,87
314,551,87
315,551,87
316,551,87
317,551,87
318,551,87
319,551,87
320,551,87
321,551,87
322,551,87
323,551,87
324,551,87
325,551,87
326,551,87
327,551,87
328,551,87
329,551,87
330,551,87
331,551,87
332,551,87
333,551,87
334,551,87
335,551,87
336,551,87
337,551,87
338,551,87
339,551,87
340,551,87
341,551,87
342,551,87
343,551,87
344,551,87
345,551,87
346,551,87
347,551,87
348,551,87
349,551,87
350,551,87
351,551,87
352,551,87
353,551,87
354,551,87
355,551,87
356,551,87
357,551,87
358,551,87
359,551,87
360,551,87
361,551,87
362,551,87
363,551,87
364,551,87
365,551,87
366,551,87
367,551,87
368,551,87
369,551,87
370,551,87
371,563,131
372,581,176
373,598,215
374,614,243
375,633,277
376,655,314
377,682,368
378,688,383
379,692,396
380,692,396
381,693,409
382,693,414
383,693,414
384,693,414
385,693,414
386,693,414
387,693,414
388,693,414
389,693,414
390,693,414
391,693,414
392,693,414
393,693,414
394,693,414
395,693,414
396,693,414
397,693,414
398,693,414
399,693,414
400,693,414
401,693,414
402,693,415
403,693,444
404,693,467
405,689,492
406,685,513
407,682,534
408,682,534
409,679,547
410,677,556
411,676,557
412,675,557
413,673,555
414,669,545
415,667,539
416,665,536
417,664,535
418,661,535
419,656,540
420,621,613
421,598,681
422,577,761
423,567,808
424,556,857
425,550,890
426,547,905
427,544,918
428,541,925
429,539,930
430,535,936
431,531,940
432,531,940
433,526,945
434,521,948
435,513,954
436,500,964
437,488,972
438,479,978
439,465,986
440,452,995
441,445,1000
442,436,1005
443,424,1014
444,420,1019
445,420,1019
446,418,1022
447,415,1027
448,413,1029
449,411,1032
450,408,1035
451,408,1035
452,403,1041
453,401,1042
454,400,1043
455,398,1044
456,396,1045
457,394,1046
458,389,1049
459,386,1050
460,386,1050
461,383,1051
462,381,1051
463,380,1051
464,379,1052
465,379,1052
466,379,1052
467,379,1052
468,379,1052
469,379,1052
470,379,1052
471,379,1052
472,379,1052
473,379,1052
474,379,1052
475,379,1052
476,379,1052
477,379,1052
478,379,1052
479,379,1052
480,379,1052
481,379,1052
482,379,1052
483,381,1052
484,386,1051
485,390,1049
486,394,1046
487,401,1042
488,408,1038
489,408,1038
490,416,1033
491,416,1033
492,419,1030
493,424,1028
494,425,1027
495,427,1026
496,429,1024
497,432,1021
498,435,1019
499,435,1019
500,437,1018
501,437,1018
502,437,1018
503,437,1018
504,437,1018
505,437,1018
506,437,1018
507,437,1018
508,437,1018
509,439,1017
510,455,1009
511,483,998
512,581,959
513,651,928
514,651,928
515,749,886
516,812,861
517,872,838
518,886,834
519,886,834
520,907,826
521,915,823
522,927,822
523,938,820
524,962,815
525,981,808
526,998,800
527,1010,792
528,1023,785
529,1047,773
530,1047,773
531,1074,760
