frame,x,y,button,event
43,684,102,Button.left,Pressed
49,684,102,Button.left,Released
341,389,103,Button.left,Pressed
567,1456,110,Button.left,Released
877,1127,168,Button.left,Pressed
978,739,200,Button.left,Released
1024,741,172,Button.left,Pressed
1161,1645,176,Button.left,Released
1408,1448,100,Button.left,Pressed
1506,743,144,Button.left,Released
1750,1906,38,Button.left,Pressed
1762,1906,38,Button.left,Released
1855,38,318,Button.left,Pressed
1859,38,318,Button.left,Released
