frame,x,y,button,event
53,262,229,Button.left,Pressed
59,262,229,Button.left,Released
88,268,249,Button.left,Pressed
92,268,249,Button.left,Released
358,1899,7,Button.left,Pressed
364,1899,7,Button.left,Released
424,666,182,Button.left,Pressed
430,666,182,Button.left,Released
537,640,159,Button.left,Pressed
544,640,159,Button.left,Released
573,641,137,Button.left,Pressed
580,641,137,Button.left,Released
631,646,117,Button.left,Pressed
638,646,117,Button.left,Released
690,636,139,Button.left,Pressed
694,636,139,Button.left,Released
749,632,102,Button.left,Pressed
754,632,102,Button.left,Released
832,633,106,Button.left,Pressed
835,633,106,Button.left,Released
868,530,99,Button.left,Pressed
873,530,99,Button.left,Released
909,493,104,Button.left,Pressed
913,493,104,Button.left,Released
1017,40,105,Button.left,Pressed
1023,40,105,Button.left,Released
1057,40,105,Button.left,Pressed
1063,40,105,Button.left,Released
1142,639,161,Button.left,Pressed
1144,639,161,Button.left,Released
1184,638,180,Button.left,Pressed
1190,638,180,Button.left,Released
1460,29,110,Button.left,Pressed
1466,29,110,Button.left,Released
1549,634,143,Button.left,Pressed
1553,634,143,Button.left,Released
1558,634,143,Button.left,Pressed
1563,634,143,Button.left,Released
1806,41,266,Button.left,Pressed
1812,41,266,Button.left,Released
1903,41,266,Button.left,Pressed
1912,41,266,Button.left,Released
2051,1889,14,Button.left,Pressed
2053,1889,14,Button.left,Released
2100,861,223,Button.left,Pressed
2105,861,223,Button.left,Released
3384,211,175,Button.left,Pressed
3389,211,175,Button.left,Released
3393,211,175,Button.left,Pressed
3398,211,175,Button.left,Released
3472,213,196,Button.left,Pressed
3476,213,196,Button.left,Released
3753,1890,10,Button.left,Pressed
3755,1890,10,Button.left,Released
5297,433,294,Button.left,Pressed
5302,433,294,Button.left,Released
9740,660,165,Button.left,Pressed
9751,660,165,Button.left,Released
9771,660,165,Button.left,Pressed
9775,660,165,Button.left,Released
9779,660,165,Button.left,Pressed
9784,660,165,Button.left,Released
9928,1890,16,Button.left,Pressed
9933,1890,16,Button.left,Released
10035,245,82,Button.left,Pressed
10040,245,82,Button.left,Released
10798,223,1067,Button.left,Pressed
10802,223,1067,Button.left,Released
10869,1558,358,Button.left,Pressed
10873,1558,358,Button.left,Released
10905,1526,351,Button.left,Pressed
10910,1526,351,Button.left,Released
11169,60,58,Button.left,Pressed
11173,61,58,Button.left,Released
11246,948,554,Button.left,Pressed
11250,948,554,Button.left,Released
11393,209,1064,Button.left,Pressed
11397,210,1064,Button.left,Released
11460,1593,349,Button.left,Pressed
11466,1593,349,Button.left,Released
11676,523,124,Button.left,Pressed
11680,523,124,Button.left,Released
11795,726,129,Button.left,Pressed
11797,726,129,Button.left,Released
11802,726,129,Button.left,Pressed
11811,726,129,Button.left,Released
11931,48,125,Button.left,Released
11932,48,125,Button.left,Pressed
11940,48,125,Button.left,Released
11959,48,125,Button.left,Pressed
11970,48,125,Button.left,Released
11979,48,125,Button.left,Pressed
11988,48,125,Button.left,Released
12165,1887,19,Button.left,Pressed
12166,1888,19,Button.left,Released
12237,824,148,Button.left,Pressed
12242,824,148,Button.left,Released
12245,824,148,Button.left,Pressed
12253,824,148,Button.left,Released
12794,190,438,Button.left,Pressed
12800,190,438,Button.left,Released
12896,21,430,Button.left,Pressed
12902,21,430,Button.left,Released
13438,1887,15,Button.left,Pressed
13443,1887,15,Button.left,Released
13479,783,318,Button.left,Pressed
13483,783,318,Button.left,Released
