frame,x,y,button,event
867,329,1049,Button.left,Pressed
869,329,1049,Button.left,Released
1404,82,1060,Button.left,Pressed
1408,82,1060,Button.left,Released
1528,36,1067,Button.left,Pressed
1532,36,1067,Button.left,Released
1748,78,1056,Button.left,Pressed
1754,78,1056,Button.left,Released
1825,241,1012,Button.left,Pressed
1830,241,1012,Button.left,Released
2111,255,529,Button.left,Pressed
2116,255,529,Button.left,Released
2216,621,170,Button.left,Pressed
2251,640,210,Button.left,Released
2352,551,293,Button.left,Pressed
2360,551,293,Button.left,Released
5608,572,443,Button.left,Pressed
5611,572,443,Button.left,Released
5684,681,223,Button.left,Pressed
5760,1017,255,Button.left,Released
5776,987,432,Button.left,Pressed
5779,987,432,Button.left,Released
6463,239,126,Button.left,Pressed
6470,239,126,Button.left,Released
6502,232,125,Button.right,Pressed
6507,232,125,Button.right,Released
6648,212,115,Button.left,Pressed
6653,212,115,Button.left,Released
6672,212,115,Button.left,Pressed
6675,212,115,Button.left,Released
6709,214,103,Button.left,Pressed
6713,214,103,Button.left,Released
6745,206,126,Button.left,Pressed
6748,206,126,Button.left,Released
6753,206,126,Button.left,Pressed
6759,206,126,Button.left,Released
7204,1889,13,Button.left,Pressed
7207,1889,13,Button.left,Released
7310,206,82,Button.left,Pressed
7314,206,82,Button.left,Released
8044,197,93,Button.left,Pressed
8048,197,93,Button.left,Released
8091,193,76,Button.left,Pressed
8095,193,76,Button.left,Released
9550,491,99,Button.left,Pressed
9556,491,100,Button.left,Released
9845,1897,290,Button.left,Pressed
10157,1858,633,Button.left,Released
10569,314,1061,Button.left,Pressed
10573,314,1061,Button.left,Released
10623,270,998,Button.left,Pressed
10628,270,998,Button.left,Released
10766,364,1006,Button.left,Pressed
10772,364,1006,Button.left,Released
10807,824,698,Button.left,Pressed
10810,824,698,Button.left,Released
10930,338,514,Button.left,Pressed
10935,338,514,Button.left,Released
11314,1856,77,Button.left,Pressed
11322,1856,77,Button.left,Released
11689,1909,495,Button.left,Pressed
11756,1901,592,Button.left,Released
11765,1901,592,Button.left,Pressed
11770,1901,592,Button.left,Released
11774,1901,592,Button.left,Pressed
11778,1901,592,Button.left,Released
11783,1901,592,Button.left,Pressed
11853,1902,594,Button.left,Released
11911,477,103,Button.left,Pressed
11918,477,103,Button.left,Released
12103,627,85,Button.left,Pressed
12109,627,85,Button.left,Released
12389,1869,83,Button.left,Pressed
12394,1869,83,Button.left,Released
12431,1870,83,Button.left,Pressed
12436,1870,83,Button.left,Released
12475,1870,83,Button.left,Pressed
12480,1870,83,Button.left,Released
12512,1900,81,Button.left,Pressed
12517,1900,81,Button.left,Released
12850,473,111,Button.left,Pressed
12854,473,111,Button.left,Released
13096,1904,447,Button.left,Pressed
13913,1885,90,Button.left,Released
14708,246,74,Button.left,Pressed
14715,246,74,Button.left,Released
15851,41,58,Button.left,Pressed
15855,41,58,Button.left,Released
15921,18,54,Button.left,Pressed
15926,18,54,Button.left,Released
15986,956,562,Button.left,Pressed
15989,956,562,Button.left,Released
16568,283,997,Button.left,Pressed
16571,283,997,Button.left,Released
16698,396,993,Button.left,Pressed
16701,397,993,Button.left,Released
16766,1753,225,Button.left,Pressed
16768,1753,225,Button.left,Released
16845,1718,16,Button.left,Pressed
16849,1718,16,Button.left,Released
16852,1718,16,Button.left,Pressed
16859,1718,16,Button.left,Released
16909,1717,225,Button.left,Pressed
16913,1717,225,Button.left,Released
16961,1051,248,Button.left,Pressed
16982,1449,142,Button.left,Released
16994,1268,545,Button.left,Pressed
16997,1268,545,Button.left,Released
18035,990,597,Button.left,Pressed
18159,1070,600,Button.left,Released
18198,1040,658,Button.left,Pressed
18205,1040,658,Button.left,Released
18255,992,636,Button.left,Pressed
