frame,x,y,button,event
33,264,705,Button.left,Pressed
41,264,705,Button.left,Released
208,372,783,Button.left,Pressed
352,463,778,Button.left,Released
405,366,892,Button.left,Pressed
507,400,893,Button.left,Released
702,339,805,Button.left,Pressed
1037,389,801,Button.left,Released
1105,367,821,Button.left,Pressed
1219,376,820,Button.left,Released
1320,351,838,Button.left,Pressed
1428,350,835,Button.left,Released
1464,369,856,Button.left,Pressed
1575,368,851,Button.left,Released
1717,378,820,Button.left,Pressed
1780,376,820,Button.left,Released
1808,352,837,Button.left,Pressed
1922,446,828,Button.left,Released
1983,386,804,Button.left,Pressed
2123,309,821,Button.left,Released
2156,420,840,Button.left,Pressed
2274,272,850,Button.left,Released
2377,281,840,Button.left,Pressed
2413,288,840,Button.left,Released
2494,318,802,Button.left,Pressed
2679,366,801,Button.left,Released
2743,285,842,Button.left,Pressed
2819,296,842,Button.left,Released
2863,224,705,Button.left,Pressed
2867,224,705,Button.left,Released
2907,172,778,Button.left,Pressed
2913,172,778,Button.left,Released
