frame,x,y
0,1331,398
1,1341,386
2,1341,385
3,1341,383
4,1341,385
5,1341,385
6,1342,396
7,1342,396
8,1347,390
9,1349,383
10,1354,378
11,1354,376
12,1354,376
13,1354,376
14,1347,383
15,1234,415
16,1159,446
17,1073,497
18,1043,525
19,1010,547
20,1000,555
21,991,558
22,983,562
23,981,563
24,978,563
25,978,565
26,976,567
27,976,567
28,976,567
29,976,567
30,976,567
31,976,567
32,976,567
33,976,565
34,976,568
35,975,567
36,975,567
37,975,567
38,975,567
39,975,567
40,975,567
41,975,567
42,975,567
43,975,567
44,975,567
45,975,567
46,975,567
47,978,567
48,976,567
49,976,567
50,976,567
51,976,567
52,976,567
53,971,572
54,970,573
55,953,587
56,950,590
57,950,592
58,948,593
59,946,595
60,945,595
61,945,595
62,945,595
63,945,595
64,945,595
65,943,600
66,963,610
67,991,619
68,1067,620
69,1068,622
