frame,x,y
0,1444,203
1,1452,190
2,1454,195
3,1456,205
4,1557,291
5,1713,369
6,1783,422
7,1793,435
8,1801,445
9,1803,449
10,1803,447
11,1691,369
12,1561,305
13,1551,261
14,1549,237
15,1551,235
16,1551,235
17,1551,240
18,1552,242
19,1498,267
20,1441,276
21,1393,278
22,1380,284
23,1380,284
24,1380,281
25,1371,286
26,1210,344
27,931,389
28,884,374
29,872,372
30,845,367
31,797,369
32,787,369
33,787,371
34,787,371
35,787,371
36,787,369
37,953,342
38,1193,308
39,1329,289
40,1358,284
41,1359,284
42,1361,284
43,1361,284
44,1107,347
45,809,391
46,780,398
47,877,405
48,934,418
49,936,420
50,936,420
51,936,420
52,936,420
53,955,408
54,1202,352
55,1281,330
56,1292,325
57,1354,298
58,1359,295
59,1361,293
60,1363,295
61,1356,296
62,1105,372
63,867,472
64,784,545
65,775,560
66,772,562
67,774,560
68,787,554
69,999,428
70,1043,406
71,1044,408
72,1095,391
