frame,x,y
0,652,386
1,652,386
2,652,386
3,652,386
4,652,386
5,652,386
6,652,386
7,652,386
8,652,386
9,650,386
10,650,386
11,564,398
12,445,388
13,435,388
14,433,388
15,592,418
16,728,435
17,731,435
18,731,435
19,733,430
20,731,430
21,731,430
22,728,442
23,723,455
24,711,476
25,711,469
26,713,447
27,714,444
28,714,444
29,714,445
30,714,445
31,714,445
32,713,445
33,714,447
34,1160,576
35,1645,767
36,1674,835
37,1752,895
38,1849,941
39,1854,950
40,1850,958
41,1854,960
42,1854,960
43,1852,960
44,1852,960
45,1852,960
46,1852,960
47,1850,956
48,1850,956
49,1850,956
50,1850,956
51,1849,956
52,1849,955
53,1849,955
54,1849,955
55,1849,955
56,1849,955
57,1849,955
58,1849,955
59,1849,955
60,1849,955
61,1849,955
62,1818,892
63,1728,704
64,1703,532
65,1703,457
66,1701,459
67,1701,457
68,1708,444
69,1708,430
70,1711,398
71,1698,322
72,1689,271
73,1686,249
74,1688,251
75,1688,251
76,1688,251
77,1688,251
78,1688,251
79,1688,251
80,1688,252
81,1688,252
82,1688,252
83,1688,252
84,1688,252
85,1688,252
86,1688,252
87,1688,252
88,1688,252
89,1688,252
90,1688,252
91,1688,252
92,1688,252
93,1688,252
94,1688,252
95,1688,252
96,1688,252
97,1688,252
98,1688,251
99,1688,251
100,1688,251
101,1688,251
102,1688,251
103,1688,251
104,1688,251
105,1688,251
106,1688,251
107,1688,251
108,1688,251
109,1688,251
110,1688,251
111,1688,251
112,1688,251
113,1674,223
114,1666,196
115,1664,193
116,1664,193
117,1664,195
118,1664,195
119,1664,195
120,1664,193
121,1664,193
122,1664,193
123,1664,193
124,1664,193
125,1664,193
126,1664,193
127,1664,193
128,1664,193
129,1664,193
130,1664,193
131,1664,193
132,1664,193
133,1664,193
134,1664,193
135,1664,193
